cep_inicial;cep_final
16290000;16299999
11088016;11088019
98335000;98337999
5687000;5699999
76976000;76976999
5170000;5185999
68513491;68513999
84200000;84219999
85420000;85422999
85440000;85449999
84460000;84469999
11472121;11472144
24000000;24099999
87360000;87364999
61940001;61949999
68220000;68229999
5583000;5584999
11350321;11350329
42510121;42510124
27198000;27199999
11088011;11088014
36420000;36421999
39890000;39892999
11089030;11089060
35610000;35612999
65255000;65259999
45490000;45499999
49880000;49889999
64960000;64962999
64838000;64839999
85515000;85519999
36740000;36742999
17200000;17229999
85888000;85889999
98160000;98169999
87545000;87549999
89250000;89269999
38360000;38369999
15955000;15959999
69430000;69434999
83500001;83534999
59315000;59317999
95870000;95874999
29843000;29844999
55700000;55714999
83820001;83839999
86700001;86719999
64335000;64335999
78300000;78300999
98895000;98897999
95773000;95774999
37545000;37547999
44905000;44909999
15890000;15894999
96735000;96739999
89665000;89666999
65300000;65309999
89540000;89544999
37480000;37483999
46620000;46639999
68143000;68144999
36570000;36578999
64105000;64105999
72910001;72929999
37797000;37799999
89891000;89892999
53400001;53499999
89906000;89907999
27601000;27639999
89613000;89617999
97195000;97199999
89642000;89649999
68790000;68794999
65535000;65539999
49580000;49599999
68555000;68559999
89138000;89139999
95480000;95499999
17690000;17699999
68165000;68169999
96540000;96544999
36620000;36629999
89920000;89924999
38740000;38748999
95260000;95269999
37562000;37562999
85600000;85609999
65292000;65292999
35436000;35436999
14445000;14449999
72867780;72869999
21250000;21299999
2220000;2239969
86330000;86339999
20220000;20220999
52100000;52199999
44350000;44359999
15500000;15519999
35740000;35759999
11355100;11355100
68645000;68645999
79000000;79124999
36510000;36511999
63165000;63169999
84530000;84534999
99370000;99379999
79730000;79730999
55495000;55499999
93890000;93899999
77320000;77324999
73800001;73819999
48770000;48779999
95795000;95799999
3400000;3499999
35557000;35559999
11450440;11450460
2400000;2499969
62720000;62729999
62220000;62229999
62795000;62799999
96610000;96634999
8700000;8889898
6300000;6394999
2354000;2357999
95330000;95332999
14230000;14239969
44250000;44250999
59578000;59579999
44600000;44600999
25870000;25870999
59987000;59989999
92000001;92479999
55130000;55130000
11085381;11085384
11330181;11330184
45910000;45919999
28160000;28160970
62860000;62869999
36600000;36603999
11070900;11079999
85887000;85887999
64858000;64859999
62870000;62874999
46900000;46929999
64570000;64572999
64170000;64174999
64740000;64744999
89480000;89489999
9836970;9838999
11310402;11310409
95170001;95184999
13520000;13524999
39800000;39809999
95880000;95884999
14740001;14744999
44380000;44399999
65263000;65264999
57680000;57680999
15180000;15189999
95715000;95717999
86855000;86859999
89500000;89514999
15307000;15309999
38700000;38709999
37975000;37979999
86320000;86329999
68682000;68682000
18730000;18739999
16700000;16749999
63570000;63574999
44930000;44939999
49490000;49499999
11435009;11435011
11940000;11949969
38320000;38349999
89985000;89989999
35905000;35907999
36579501;36579969
39165000;39169999
18250000;18254999
28230000;28249999
95972000;95974999
57200000;57209999
58510000;58514999
85160000;85161999
96225000;96229999
63620000;63629999
68640000;68643999
59880000;59889999
11463040;11463070
89882000;89882999
69265000;69279999
99950000;99951999
11462130;11462130
59678000;59679999
86618000;86619999
58160000;58166999
15000000;15104999
69550000;69559999
85170000;85194999
89856000;89858999
11443500;11443560
35438000;35438999
36110000;36119999
62960000;62964999
69460000;69469999
99590000;99599999
29380000;29389999
11462411;11462429
11700000;11700000
4200000;4217969
7000000;7099969
8210801;8222969
4340000;4384999
84930000;84934999
11800000;11849969
6400000;6499999
83600000;83649999
28880000;28880999
28430000;28430999
68145000;68147999
88625000;88639999
57250000;57250999
15560000;15569999
65560000;65569999
5379000;5379000
89198000;89198999
89440000;89459999
59955000;59959999
44250000;44254999
62875000;62879999
89940000;89949999
63660000;63669999
77305000;77307999
77610000;77612999
75480000;75500000
77483000;77484999
77765000;77769999
77710000;77713999
95585000;95587999
49960000;49969999
28695000;28695999
63900000;63949999
4340000;4384969
86390000;86399999
88395000;88399999
68143000;68143999
14210000;14229969
13350000;13359999
43800000;43839999
93900000;93939999
12570000;12579999
11442171;11442184
11450421;11450429
88970000;88979999
53660000;53689999
37278000;37279999
83420000;83429999
62580000;62589999
41300780;41300780
86884000;86889999
36953000;36954999
64705000;64709999
64470000;64474999
64767000;64767999
86938000;86939999
63950000;63959999
84160001;84199999
99370000;99379999
19260000;19272999
14820000;14824999
11461031;11461049
58758000;58759999
29830000;29838999
65365000;65367999
78000000;78109999
12800000;12819999
34990000;34999999
68795000;68795999
99960000;99964999
18770000;18774999
48540000;48564999
95860000;95862999
52500000;52999999
9822000;9822999
89182000;89183999
57445000;57459999
95700001;95714999
95308000;95309999
57220000;57229999
11462100;11462110
49360000;49389999
45375000;45389999
89886000;89886999
69700000;69729999
59800000;59804999
95680000;95689999
69355000;69357999
96640000;96684999
46880000;46899999
95240000;95249999
95840000;95859999
36830001;36831999
19645000;19679999
11462200;11462210
69280000;69299999
58732000;58732999
94380000;94399999
68637000;68637999
63200000;63209999
37855000;37859999
94000001;94379999
87538000;87539999
16360000;16369999
37542000;37544999
65685000;65689999
57360000;57369999
95893000;95894999
62130000;62139999
11085795;11085795
95950000;95954999
75860000;75864999
43701000;43799999
64725000;64727999
35146000;35146999
64255000;64257999
38640000;38649999
65762000;65762999
44790000;44797999
85998000;85999999
77315000;77317999
95750000;95754999
65920000;65920999
95300000;95304999
59182000;59183999
77455000;77457999
68948000;68949999
44798000;44799999
65368000;65369999
36542000;36543999
56180000;56189999
58737000;58739999
56550000;56559999
55480000;55489999
65284000;65284999
65710000;65711999
65945000;65947999
65560000;65569999
58470000;58479999
13370000;13374999
5159000;5159999
9843000;9843999
8810300;8810999
28460000;28469999
5187000;5199999
2330000;2348999
8473516;8473592
85540000;85547999
11330011;11330019
86720000;86729999
38750000;38754999
68270000;68279999
17280000;17289999
59170000;59172999
13200000;13219999
85160000;85161999
14570000;14579999
89108000;89109999
19680000;19699969
89895000;89895999
57935000;57939999
96800001;96874999
11446010;11446320
77670000;77672999
61700000;61759999
68420000;68420999
89840000;89842999
98740000;98749999
73750001;73759999
37470000;37471999
96155000;96159999
65390000;65392999
11088171;11088179
5561000;5562999
20000000;20099999
59740000;59759999
6500000;6504999
63490000;63499999
63960000;63969999
5600000;5658999
61700000;61700999
22000000;22099999
7082600;7082969
20221000;20229999
8021000;8032969
11463421;11463439
99190000;99199999
88980000;88989999
44800000;44829999
79215000;79215970
11425000;11429999
95925000;95929999
36160000;36164999
38780000;38784999
11443580;11443580
85845000;85849999
29290000;29294999
14730000;14732999
45310000;45314999
98470000;98479999
57770000;57770999
99200000;99214999
45270000;45279999
64630000;64634999
64610000;64611999
64295000;64299999
11088170;11088170
11070441;11070899
99240000;99249999
56720000;56739999
51000001;51099999
85155000;85159999
89199000;89199999
55540000;55549999
85628000;85629999
77483000;77484999
36878000;36879999
37920000;37921999
95765000;95767999
65485000;65489999
85300001;85319999
15300000;15306999
64980000;64984999
14930000;14934999
39480000;39488999
45740000;45744999
99255000;99259999
15615000;15619999
46250000;46254999
62990000;62999999
68910000;68914999
36608000;36609999
15140000;15144999
35324000;35324999
88500000;88534999
63470000;63474999
77600000;77600999
62260000;62264999
37140000;37141999
69340000;69342999
62300000;62319999
44745000;44749999
29800000;29804999
87235000;87239999
35144000;35145999
85400000;85407999
95778000;95779999
99750000;99759999
36282000;36284999
39150000;39159999
88000000;88099999
58297000;58299999
64410000;64410999
89660000;89662999
87550000;87554999
5568000;5568999
11542201;11542204
6700000;6701999
28680000;28680999
84600000;84609999
65030501;65060999
18550000;18559999
9175000;9199999
95255000;95259999
59000000;59059999
11495028;11495034
79134000;79134999
28230981;28230985
37800000;37804999
29920000;29926999
46840000;46849999
13690000;13699999
95920000;95922999
19920000;19929999
88865000;88869999
45760000;45769999
95350000;95354999
58268000;58269999
2369000;2399969
64300000;64300999
79290000;79349999
99528000;99529999
37430000;37439999
41311238;41311267
76395000;76399999
77360000;77364999
77380000;77389999
77365000;77367999
77895000;77899999
77303000;77304999
93800001;93824999
5846000;5999999
28200000;28200974
13490000;13494999
44230000;44230999
13510000;13514999
11089061;11089061
11086591;11087999
57260000;57260999
79872000;79872999
44280000;44280999
86340000;86349999
85557000;85559999
2445000;2541999
40731460;40731460
9981000;9999969
11441461;11441479
11330091;11330099
88330001;88339999
76900000;76914999
35359000;35359999
48930000;48949999
63520000;63529999
45260000;45262999
64833000;64834999
29299000;29299999
63580000;63589999
36990000;36999999
37484000;37484999
45580000;45584999
95715000;95716999
69160000;69179999
95625000;95629999
99250000;99254999
29839000;29841999
65310000;65319999
65275000;65275999
58393000;58393999
89240000;89244999
49140000;49149999
66000000;66909999
95895000;95899999
64520000;64524999
75160000;75169999
14960000;14969999
46205000;46219999
40731461;40750089
59770000;59774999
39720000;39722999
55435000;55439999
95900000;95914999
76970000;76970999
13375000;13379999
99320000;99329999
15730000;15734999
37594000;37595999
75610000;75800000
45416000;45419999
65555000;65559999
62297000;62299999
87900000;87909999
99890000;99894999
3473000;3515010
11350531;11350539
75930000;75934999
55820000;55824999
16920000;16939999
87490000;87499999
56950000;56979999
62770000;62779999
64650000;64654999
79500000;79539999
39710000;39710999
48800000;48829999
63490000;63499999
39780000;39783999
64870000;64872999
58890000;58892999
79215971;79229999
98345000;98349999
56230000;56249999
84260001;84279999
97843000;97844999
29263000;29277999
44490000;44499999
86820000;86824999
35179000;35179999
37760000;37774999
86460000;86464999
56300000;56354999
35578000;35579999
58620000;58624999
99270000;99289999
92700001;92849999
97610000;97639999
93000001;93179999
47590000;47599999
85230000;85239999
36546000;36549999
56840000;56849999
88760000;88762999
56820000;56827999
77910000;77912999
12140000;12169999
86830000;86839999
59584000;59584999
78265000;78279999
64678000;64679999
58275000;58277999
56130000;56139999
58388000;58389999
58830000;58831999
58570000;58574999
65725000;65726999
65645000;65649999
65290000;65291999
65245000;65247999
65615000;65619999
62640000;62649999
35763000;35764999
85240000;85249999
78110000;78161999
58378000;58379999
58177000;58177999
58650000;58659999
58375000;58377999
58145000;58149999
56360000;56379999
58660000;58669999
65480000;65484999
65714000;65714999
65495000;65499999
58273000;58274999
27598000;27599999
11462501;11462519
11461701;11461729
20000000;20099999
26200000;26299999
36900000;36906492
11461731;11461749
13440000;13444999
3100000;3199999
95230000;95235999
2330000;2352969
57230000;57230999
46445000;46445999
87990000;87999999
95670000;95679999
77735000;77739999
77800000;77839999
77368000;77369999
77453000;77454999
47850000;47850999
18780000;18789999
6783000;6783999
74000001;74899999
46360000;46379999
45250000;45254999
62655000;62659999
62600000;62609999
13250000;13259999
19200000;19209999
88440000;88442999
15980000;15989999
85880000;85883999
3200000;3299999
11520161;11520169
14740000;14740000
35790001;35798600
85275000;85279999
88960000;88964999
11088140;11088140
35439000;35439999
85350000;85389999
76997000;76997999
46140000;46142999
13500000;13509999
16950000;16979999
57380000;57380999
97930000;97934999
64168000;64169999
64330000;64332999
64790000;64792999
64585000;64589999
64535000;64539999
64388000;64389999
96460000;96469999
68721000;68721999
36500000;36508999
38658000;38659999
85780000;85789999
12180000;12199999
58000001;58099999
37460000;37463999
46790000;46799999
97640000;97644999
11454360;11454410
52300000;52399999
11085630;11085690
12900000;12929999
89600000;89608999
83300001;83319999
35478000;35479999
89930000;89934999
85230000;85239999
15790000;15794999
29255000;29257999
63380000;63399999
48860000;48869999
11446375;11446390
88830000;88839999
11446470;11446480
35118000;35119469
15895000;15899999
64345000;64349999
78237000;78239999
59660000;59662999
89558000;89559999
49180000;49189999
77700000;77703999
11370381;11370389
64860000;64864999
17860000;17869999
45820000;45833999
15755000;15756999
95660000;95669999
58494000;58496999
76955000;76955999
87750000;87759999
88880000;88880000
57990000;57994999
14725001;14729999
95933000;95934999
64510000;64511999
64365000;64369999
45920000;45929999
46143000;46164999
95950000;95954999
48360000;48369999
57780000;57799999
64138000;64138999
48650000;48659999
48501000;48519999
68385000;68387999
93180000;93199999
56163000;56169999
58824000;58829999
65924000;65924999
11086071;11086074
1100000;1199999
11365411;11365664
3200000;3220199
11085581;11085584
89687000;89689999
85875000;85876999
2327000;2399999
57780000;57780999
24100000;24199999
83320001;83349999
95918000;95919999
21611001;21699999
97538000;97539999
95940000;95944999
77665000;77669999
77730000;77732999
77795000;77797999
55360000;55364999
4814970;4814999
98940000;98946999
78190000;78194999
62190000;62199999
63480000;63489999
62660000;62664999
37500000;37506999
59060000;59069999
76974000;76974999
8889899;8899999
11444471;11444509
17790000;17799999
65300001;65309999
43900000;43900999
64678000;64679999
64925000;64929999
64748000;64749999
89500001;89514999
29200000;29229999
86240000;86249999
68800000;68809999
85795000;85799999
86680000;86689999
99190000;99199999
84935000;84939999
67000000;67199999
95520000;95529999
55355000;55359999
45980000;45982999
39536000;39537999
86620000;86629999
57720000;57729999
15910000;15910000
63180000;63184999
88798000;88799999
62184000;62189999
86470000;86479999
59925000;59929999
15208000;15209999
78307000;78389999
29500000;29509999
28431000;28454999
95380000;95389999
39355000;39359999
87340000;87344999
19273000;19274999
69130000;69134999
40800165;40800165
35398000;35399999
38550000;38554999
49985000;49989999
57830000;57839999
78300970;78306999
55410000;55414999
99495000;99499999
58135000;58139999
14725000;14725000
64465000;64467999
55000001;55119999
68575000;68579999
89490000;89499999
15540000;15544999
11442450;11442520
62930000;62939999
11088500;11088500
15160000;15169999
15870000;15879999
13950000;13959999
77370000;77374999
84285000;84289999
99340000;99344999
55940000;55949999
83400000;83419999
96445000;96449999
64388000;64388999
76958000;76958999
63145000;63149999
77735000;77739999
36390000;36399999
36157000;36159999
95333000;95333999
64683000;64684999
68785000;68785999
87930000;87949999
19700000;19739999
35326000;35327999
59180000;59181999
77714000;77715999
77458000;77459999
93600001;93619999
48411000;48414999
48895000;48899999
69425000;69429999
58123000;58124999
58253000;58253999
55490000;55494999
58494000;58496999
36128000;36129999
48415000;48419999
39688000;39689999
59530000;59534999
57330000;57339999
37340000;37349999
34500000;34515999
15748000;15749999
16340000;16349999
64140000;64144999
58342000;58344999
97280000;97299999
36819000;36819999
59214000;59214999
44221000;44229999
38185000;38189999
77908000;77909999
55325000;55329999
64468000;64469999
36780000;36783999
39465000;39466999
59300000;59300000
55355000;55359999
59215000;59215000
58394000;58394999
55410000;55414999
65455000;65459999
65215000;65217999
59730000;59789999
56980000;56999999
65275000;65275999
65962000;65963999
65208000;65209999
65964000;65967999
65365000;65367999
28390000;28399999
58760000;58762999
59585000;59585999
39472000;39474999
76205000;76799999
22800000;22999999
36760000;36769999
38288000;38289999
77733000;77734999
58360000;58369999
76998000;76998999
48485000;48489999
44565000;44569999
46835000;46839999
88407000;88409999
63740000;63749999
17430000;17439999
63300000;63309999
58753000;58754999
58315000;58319999
58928000;58929999
59184000;59184000
55670000;55674999
58326000;58327999
56220000;56229999
65195000;65199999
65430000;65439999
65640000;65644999
37926000;37926999
68537000;68539999
65299000;65299999
65268000;65268999
68665000;68669999
75810000;75830000
58700000;58709999
77870000;77879999
37567000;37567999
95200000;95229999
63640000;63644999
58713000;58713999
58397000;58397999
93250001;93299999
65570000;65577999
76923000;76923999
79370971;79389999
56355000;56359999
59580000;59581999
95650000;95659999
63530000;63539999
62190000;62199999
62785000;62789999
58620000;58624999
58890000;58892999
58925000;58927999
56215000;56219999
65555000;65559999
65840000;65849999
65978000;65979999
35365700;35366999
77723000;77724999
69378000;69379999
11440121;11440139
11086076;11086079
28925000;28929999
4700000;4749999
6750000;6770119
13053000;13053999
55600001;55619999
85568000;85569999
11542002;11542009
40490147;40710249
48120000;48120999
55755000;55759999
11600000;11629969
26980000;26980000
68515000;68515000
89885000;89885999
59327000;59329999
11086151;11086169
96545000;96569999
11085756;11085759
46770000;46779999
87395000;87399999
12460000;12489999
68647000;68647999
95717000;95717999
44640000;44641999
36209801;36209999
97540001;97559999
77888000;77889999
77720000;77722999
75240000;75244999
8600000;8699898
63230000;63239999
58295000;58296999
40800991;40810644
60000000;61599999
28000001;28099999
28820000;28859999
11360361;11360379
6770120;6773330
38970000;38979999
88150000;88159999
68786000;68786999
88700000;88709999
87320000;87324999
45190000;45190999
20240000;20249999
17150002;17159999
85410000;85414999
13380000;13389999
64121000;64124999
87160000;87169999
64325000;64329999
64618000;64619999
64968000;64969999
64300000;64307999
64110000;64119999
99720000;99724999
96160000;96169999
19160000;19179999
97700001;97752999
57340000;57340999
89178000;89179999
65279000;65279999
88535000;88537999
64222000;64223999
26700000;26999999
84900000;84919999
39594000;39594999
36834000;36835999
77940000;77949999
49480000;49489999
85460000;85464999
38805000;38809999
11472166;11472199
64155000;64159999
45800000;45806999
95166000;95169999
78350000;78350999
69047006;69099999
47730000;47739999
11444600;11446000
96445000;96449999
87880000;87889999
41310369;41311002
11365370;11365410
58275000;58277999
96800001;96849999
85933000;85934999
39723000;39724999
89570000;89579999
11495035;11495156
36107801;36107999
58120000;58122999
29300000;29320999
49930000;49939999
96000001;96147999
35690000;35693999
37170000;37174999
45240000;45249999
48900000;48924999
17380000;17380999
46430000;46437999
89820000;89823999
48970000;48989999
12490000;12499999
78260000;78264999
37270000;37272999
68195000;68197999
97210000;97219999
58725000;58729999
98900000;98904999
83650000;83699999
95773000;95774999
98750000;98757999
89879000;89879999
5800000;5845999
9900000;9910969
69983000;69984999
85660000;85669999
37200000;37209999
56850000;56869999
16440000;16449999
42510126;42510254
98125000;98129999
14460000;14460000
99140000;99144999
68600000;68600999
59260000;59269999
65370000;65377999
45850000;45854999
76205000;76209999
77390000;77394999
77378000;77379999
77905000;77907999
76320000;76334999
18745000;18759999
55460000;55469999
11555000;11555899
55660000;55664999
55890000;55899999
11365150;11365170
28600000;28636999
62210000;62214999
62738000;62739999
78840000;78840999
62920000;62929999
55480000;55489999
7142000;7142969
27658000;27699999
11355271;11355299
1500000;1599999
57545000;57545999
13495000;13499999
85790000;85794999
39573000;39574999
77500000;77500999
57520000;57524999
49740000;49749999
42802521;42820970
59290000;59299999
76934000;76934999
79370000;79370970
68390000;68397999
64767000;64767999
65215000;65224999
2318000;2320999
11085760;11085790
79730000;79744999
64455000;64459999
64898000;64899999
64638000;64639999
64548000;64549999
64200000;64219999
34577000;34735055
36604000;36605999
35250000;35257999
39715000;39717999
46780000;46789999
99155000;99159999
95893000;95894999
64705000;64709999
89899000;89899999
12850000;12869999
87220000;87224999
15152000;15154999
37466000;37466999
58450000;58454999
55385000;55389999
95730000;95734999
45865000;45869999
13870000;13879999
96487000;96489999
46765000;46769999
65919050;65919050
37563000;37563999
38660000;38679999
68540000;68542999
11355426;11355429
65363000;65364999
96490000;96494999
89983000;89984999
86315000;86319999
97280000;97299999
35517000;35529999
87850000;87859999
95900001;95914999
88485000;88489999
57475000;57479999
84950000;84969999
58730000;58731999
16600000;16619999
16430000;16439999
95535000;95537999
63430000;63459999
13891000;13899999
77777000;77779999
59600001;59649999
18540000;18549999
63250000;63259999
59220000;59224999
89990000;89997999
99700001;99717999
11310190;11310401
28190000;28199999
99175000;99179999
78275000;78275999
64490000;64490999
79390000;79390971
57380000;57389999
35567000;35569999
39660000;39662999
86300000;86309999
49760000;49769999
96000000;96147999
48880000;48889999
47830000;47844999
15845000;15849999
64390000;64390999
95965000;95966999
64563000;64564999
35345000;35347999
59655000;59659999
95748000;95749999
95333000;95333999
57270000;57274999
98460000;98464999
44670000;44679999
95890000;95892999
44940000;44949999
58492000;58493999
88925000;88929999
64180000;64180999
35177000;35178999
55740000;55744999
77888000;77889999
58170000;58172999
63540000;63559999
37968000;37969999
63515000;63519999
92990000;92999999
58775000;58777999
58350000;58353999
58560000;58569999
65895000;65899999
65920000;65920999
65263000;65264999
39230000;39236999
37407000;37407999
36753000;36755999
76941000;76947999
86860000;86864999
77655000;77659999
35241000;35245499
44620000;44629999
36594000;36599999
44281000;44299999
65280000;65282999
88380000;88384999
58819000;58819999
33400000;33499999
39610000;39614999
58348000;58349999
64845000;64849999
35365000;35365699
77930000;77939999
99400000;99429999
69660000;69669999
48280000;48289999
77905000;77907999
62230000;62249999
63260000;63269999
64181000;64189999
58610000;58619999
58458000;58459999
58530000;58534999
65718000;65719999
65785000;65789999
65515000;65519999
65580000;65584999
65138000;65139999
77320000;77324999
25800000;25829999
35388000;35389999
57200000;57200999
22700000;22732999
15690000;15699999
69985000;69985000
44000001;44134999
77995000;77999999
64545000;64547999
47740000;47749999
86290000;86299999
89478000;89479999
17470000;17474999
40730200;40730200
97770000;97799999
47610000;47629999
79990000;79990999
72940000;72943999
89150000;89154999
13650000;13659999
77615000;77619999
64573000;64574999
11462595;11462595
15215000;15219999
77700000;77703999
77848000;77849999
77560000;77564999
77310000;77314999
89135000;89135999
18935000;18939999
11088550;11088550
59902000;59904999
60000001;61599999
95780000;95782999
62750000;62754999
86380000;86384999
6890000;6899999
2100000;2199999
20900000;20999999
11460381;11460399
12300000;12349999
40730351;40731459
57525000;57529999
68000000;68059999
3551000;3563969
57460000;57460999
68655000;68655999
68240000;68240000
35328000;35329999
57820000;57820999
2900000;2979969
29645000;29649999
55630000;55635999
78896000;78896000
39318000;39319999
11370391;11370399
86430000;86449999
13800000;13816999
57490000;57490999
85150000;85154999
11365361;11365369
42840177;42840561
11442000;11442009
86180000;86199999
89690000;89693999
14935001;14939999
88650000;88657999
64840000;64844999
64148000;64149999
64308000;64309999
64253000;64254999
64993000;64994999
65970000;65970999
98180000;98199999
64750000;64752999
64890000;64892999
48791000;48799999
87960000;87969999
88920000;88924999
87920000;87929999
13290000;13294999
86650000;86659999
62970000;62979999
11462630;11462999
65810000;65819999
5563000;5563999
68747000;68747999
88330000;88339999
35420000;35420999
62140000;62149999
15880000;15884999
11085600;11085601
99350000;99359999
98600000;98634999
87330000;87339999
62748000;62749999
78896001;78898999
64795000;64797999
11440511;11440529
63280000;63289999
63210000;63219999
29650000;29651999
28660000;28660999
89107000;89107999
89896000;89896999
62610000;62619999
15430000;15436999
88295000;88299999
55900000;55919999
77716000;77717999
16265000;16269999
89186000;89187999
98955000;98957999
13230000;13239999
37478000;37479999
75935000;75939999
69735000;69739999
55520000;55524999
37578000;37579999
79746000;79749999
59820000;59829999
18775000;18779999
64343000;64344999
48890000;48890999
62730000;62735999
38390000;38399999
78760000;78769999
68760000;68769999
95865000;95869999
68760000;68760999
37580000;37581999
35650000;35654999
85670000;85679999
88680000;88699999
44990000;44999999
58853000;58854999
39520000;39524999
37496000;37497999
85450000;85459999
88700001;88709999
11442060;11442070
64000000;64099999
63635000;63639999
64270000;64270999
65320000;65334999
48405000;48409999
37467000;37467999
59168000;59169999
65715000;65717999
59490000;59499999
69820000;69829999
58795000;58797999
58910000;58914999
58580000;58587999
58213000;58213000
58780000;58783999
58150000;58154999
58778000;58779999
65900000;65919999
65200000;65203999
36540000;36541999
58238000;58239999
21721000;21724999
85948000;85949999
59080000;59099999
39330000;39334999
89515000;89517999
15550000;15559999
2200000;2219969
3882190;3882190
57995000;57999999
88798000;88799999
9823000;9829999
11440206;11440259
11470270;11472120
97400000;97409999
77463000;77464999
75659970;75659999
11355120;11355130
15680000;15684999
5564000;5564999
58390000;58392999
97335000;97339999
97800000;97842999
45630000;45637999
20220000;20220999
4500000;4799999
23860000;23860999
63970000;63999999
15530000;15539999
89155000;89156999
46530000;46539999
79876000;79876999
89518000;89519999
28361000;28374999
77958000;77959999
11088601;11088649
57925000;57925999
11090251;11249999
11446321;11446349
85425000;85429999
37464000;37464999
49535000;49539999
3251000;3258999
27581000;27597999
90000000;91999999
11470231;11470269
98920000;98924999
99528000;99529999
11365330;11365330
2200000;2286999
77745000;77749999
11088040;11088040
68730000;68730999
58800001;58809999
64512000;64513999
64380000;64387999
65272000;65274999
62000000;62114999
68600000;68609999
65470000;65479999
92900000;92989999
11088070;11088070
64470000;64474999
46550000;46569999
49190000;49199999
88445000;88449999
99360000;99369999
97920000;97929999
39530000;39534999
86855000;86859999
69750000;69750000
15700000;15709999
36350000;36359999
55345000;55349999
95552000;95554999
39370000;39372999
17960000;17969999
45330000;45339999
78398000;78399999
88760000;88762999
58985000;58989999
68700000;68706999
18475000;18479999
44885000;44889999
85930000;85932999
39690000;39694999
96750000;96754999
17120000;17134999
69400000;69414999
18760000;18769999
49390000;49399999
98910000;98914999
62755000;62759999
89120000;89120999
78700000;78759999
18680000;18687999
15120000;15124999
88915000;88919999
19360000;19379969
11085621;11085624
56565000;56579999
96890000;96899999
58210000;58212999
62750000;62754999
14640001;14659999
64930000;64939999
29278000;29278000
62600000;62609999
57660000;57669999
87700000;87729999
86320000;86329999
58925000;58927999
37570000;37571999
39864000;39867999
39615000;39619999
85929000;85929999
38840000;38859999
64310000;64314999
5361000;5361999
86490000;86599999
36743000;36745999
77710000;77713999
85740000;85740000
48500000;48519999
42833001;42835970
62720000;62729999
65460000;65464999
35343000;35344999
9172000;9172999
39790000;39794999
49820000;49829999
86370000;86374999
36280000;36281999
96700000;96734999
37520000;37523999
29445000;29449999
77318000;77319999
77930000;77939999
77960000;77969999
62820000;62822999
9839000;9842999
62980000;62989999
39785000;39789999
42500901;42509999
78285000;78299999
38260000;38269999
37245000;37249999
5350000;5350000
64660000;64669999
61760000;61799999
13780000;13789999
59217000;59217999
97000000;97179999
64838000;64839999
57442000;57442999
11630001;11659999
4100000;4165969
11461420;11461420
64111000;64119999
63190000;63194999
18560000;18569999
89460001;89477999
48430000;48434999
36260000;36261999
19830000;19839969
33200000;33239999
95577000;95579999
64760000;64762999
64430000;64434999
64280000;64282999
64510000;64511999
64825000;64829999
58865000;58869999
85750000;85759999
18915000;18934999
55750000;55754999
77675000;77679999
95875000;95879999
86200000;86209999
35430000;35434999
39430000;39436999
48850000;48859999
41311019;41311236
36123000;36125999
14350000;14389969
48590000;48599999
83600001;83649999
39840000;39847999
11432555;11432555
64655000;64659999
89683000;89686999
88300001;88319999
88190000;88199999
64763000;64763999
36340000;36344999
95150000;95174999
59410000;59419999
11440301;11440510
62690000;62699999
96310000;96329999
88914000;88914999
47820000;47826999
62655000;62659999
36220000;36221999
57530000;57534999
86840000;86844999
36300000;36314999
57210000;57219999
89950000;89969999
98855001;98859999
57435000;57439999
19280000;19299999
59330000;59334999
93800000;93879999
35325000;35325999
95305000;95307999
98240000;98249999
84220000;84239999
99800000;99809999
45650000;45674999
38295000;38299999
89855000;89855999
64640000;64644999
57515000;57519999
48000000;48107999
97685000;97689999
85770000;85779999
78560000;78699999
56550000;56559999
95915000;95917999
69730000;69734999
58187000;58187999
59190000;59199999
58745000;58747999
65400000;65412999
59547000;59549999
44750000;44754999
47580000;47589999
58328000;58329999
58510000;58514999
58625000;58639999
58893000;58894999
58935000;58939999
55340000;55344999
55180000;55189999
58770000;58774999
58287000;58290999
55695000;55699999
65413000;65414999
65888000;65889999
65770000;65774999
65225000;65229999
65340000;65344999
35603000;35603999
78180000;78189999
46130000;46139999
65709000;65709999
65260000;65262999
65272000;65273999
76916000;76918999
45000001;45099999
40800990;40800990
55810001;55819999
68620000;68620999
86600001;86609999
79410000;79410970
12000000;12119999
1500000;1599999
36235000;36239999
57250000;57254999
15545000;15549999
57955000;57959999
86340000;86349999
35560000;35564999
77645000;77645999
55740000;55744999
97230000;97249999
36330000;36334999
13610000;13624999
13540000;13549999
88385000;88389999
77753000;77754999
77980000;77984999
49250000;49259999
65930000;65934999
97755000;97759999
89817000;89817999
49280000;49289999
22000000;22099999
76800001;76803999
11570000;11570099
89700001;89729999
13160000;13169999
83450000;83479999
53400000;53499999
8550000;8569999
68625001;68630999
11330321;11330324
45545000;45549999
65940000;65942999
76954000;76954999
18535000;18539999
68675000;68675999
11520171;11522999
79220000;79220972
36800001;36809999
95995000;95996999
85225000;85229999
36148000;36149999
79868000;79868999
39704001;39705999
95970000;95971999
11542051;11542054
11470040;11470040
38440001;38449999
99580000;99584999
14780000;14789999
93700000;93799999
95310000;95314999
11550010;11554999
40750091;40750119
56300000;56334999
39250000;39259999
11085510;11085540
59535000;59539999
