cep_inicial;cep_final
27555000;27555999
48760000;48769999
11446481;11446499
89750000;89759999
88410000;88419999
84500001;84509999
19780000;19799999
77485000;77489999
45180000;45189999
68330000;68359999
11089021;11089021
11441146;11441159
96193000;96194999
96255000;96269999
89440000;89459999
99650000;99654999
59840000;59854999
77655000;77659999
77845000;77847999
75398000;75399999
65760000;65761999
83980000;83999999
55190001;55199999
3259000;3299999
3930000;3949969
88800001;88819999
18530000;18534999
63605000;63609999
62770000;62779999
6730000;6749999
57150000;57150999
78360000;78360999
57750000;57750999
11088501;11088549
63000000;63079999
39460000;39464999
86760000;86769999
79792000;79792999
35894000;35899999
32920001;32999999
88260000;88269999
87340000;87344999
57325000;57325999
54750000;54799999
36650000;36659999
83300001;83318999
39314000;39314999
11330030;11330030
85998000;85999999
3881120;3882170
87110001;87119999
39219000;39229999
5659000;5699999
87225000;87229999
64315000;64319999
64963000;64964999
64178000;64179999
64260000;64264999
64275000;64277999
95000000;95149999
48400000;48400999
37950000;37959999
42840756;42840756
39526000;39526999
45350000;45354999
39702000;39702999
11013900;11065690
76891000;76897999
45950000;45954999
59570000;59574999
11350000;11350310
37973000;37974999
86600001;86609999
47200000;47219999
98758000;98759999
97755000;97759999
97450000;97499999
86310000;86314999
84320000;84344999
46760000;46764999
48310000;48329999
97230000;97249999
15145000;15149999
58798000;58799999
39950000;39959999
45590000;45599999
29603000;29612999
58280000;58286999
64278000;64278999
11086510;11086510
95885000;95889999
98995000;98999999
95560000;95567999
99180000;99189999
85745000;85749999
99895000;99899999
68976000;68979999
76857000;76859999
57900000;57909999
93200000;93249999
37785000;37786999
17900000;17919999
16640000;16649999
36889551;36892999
97570000;97589999
96640000;96684999
86385000;86389999
84435000;84449999
79710000;79729999
68960000;68972999
97885000;97899999
3259000;3299999
11432556;11432899
7750000;7767024
25850000;25850999
39398000;39399999
13525000;13529999
86610000;86612999
65080000;65109999
64788000;64789999
86618000;86619999
57830000;57830999
5500000;5526999
64833000;64834999
89420000;89429999
41311269;42500000
78300000;78300969
11450430;11450430
59598000;59599999
95300000;95304999
11461000;11461009
3391000;3399999
99350000;99359999
14460001;14469999
17500000;17539999
44220000;44220999
2240000;2271969
28360000;28360999
65138000;65139999
47800001;47819999
40750121;40800114
63680000;63699999
96400001;96444999
11085546;11085559
21725000;21725999
62650000;62654999
62500000;62529999
62130000;62139999
62115000;62119999
62990000;62999999
11330021;11330029
5530000;5543999
54700000;54749999
5300000;5319999
48401000;48404999
63100000;63133999
86465000;86469999
37548000;37548999
79440000;79440970
79130000;79130999
89199000;89199999
48121000;48129999
7600000;7699999
89182000;89183999
58345000;58347999
64858000;64859999
64660000;64669999
64545000;64547999
64688000;64689999
57470000;57474999
39960000;39969999
88443000;88444999
84640000;84659999
85555000;85556999
64320000;64324999
57940000;57940999
37550000;37561999
39423000;39429200
55580000;55589999
44610000;44619999
46335000;46349999
45530000;45539999
86828000;86829999
35447000;35449999
40710251;40713585
18470000;18474999
76850000;76856999
15442000;15449999
39935000;39939999
99675000;99679999
56895000;56899999
37596000;37599999
99450000;99456999
11470060;11470230
95230000;95235999
83500001;83529999
35880000;35893999
65885000;65887999
14340000;14349969
88460000;88469999
15953000;15954999
99698000;99699999
11365180;11365180
42802520;42849999
93940000;93944999
42800001;42809999
11085590;11085590
64630000;64634999
49130000;49139999
57410000;57419999
69360000;69369999
79940000;79959999
49780000;49789999
48300000;48309999
17300000;17319999
57975000;57979999
15390000;15399999
17350000;17359999
87380000;87389999
89925000;89929999
89887000;89887999
13990000;13990999
77890000;77892999
44851000;44879999
45435000;45435999
46180000;46189999
35440000;35440999
39775000;39779999
68150000;68164999
55390000;55394993
56380000;56394999
65415000;65417999
64880000;64884999
9844000;9846999
24400000;24499999
25300000;25599999
95260000;95269999
15200000;15207999
21380000;21399999
95315000;95319999
44428000;44428999
57540000;57540999
99930000;99939999
15380000;15384999
78450000;78450999
11085602;11085604
17760000;17779999
11718131;11718999
23870000;23879999
87280000;87289999
85850001;85874999
77990000;77992999
76210000;76319999
76145000;76204999
77740000;77742999
77880000;77884999
77798000;77799999
75245000;75249999
75350000;75359999
11472165;11472165
68748000;68749999
47650000;47654999
11461316;11461419
35300000;35305100
62270000;62279999
2766000;2809999
3562000;3584999
15230000;15239999
13515000;13519999
76804000;76804999
68450000;68450999
28650000;28650999
84000001;84129999
20200000;20219999
63605000;63609999
85500000;85514999
6719000;6729999
83500000;83534999
65995000;65999999
58458000;58459999
3651000;3699999
44270000;44270999
87800000;87809999
58960000;58969999
29790000;29792999
45177000;45179999
89770000;89777999
58600000;58609999
64165000;64167999
64675000;64677999
58175000;58176999
64283000;64284999
45600000;45609999
11085610;11085620
38480000;38489999
97300001;97315999
64910000;64914999
88935000;88939999
19350000;19359999
87530000;87534999
87230000;87234999
59900000;59901999
44600000;44609999
11442010;11442020
45325000;45329999
17600000;17629999
77250000;77299999
13183000;13189999
79190000;79190970
89550000;89557999
57255000;57256999
15828000;15829999
55150001;55169999
12960000;12969999
89135000;89135999
64885000;64889999
19580000;19589999
59908000;59909999
35442000;35443999
36850000;36854999
88765000;88769999
97880000;97884999
77880000;77884999
95320000;95324999
55398000;55399999
13920000;13929999
68635000;68636999
95727000;95729999
69195000;69199999
63660000;63669999
88900001;88913999
97645000;97649999
34002000;34002999
68488000;68489999
57480000;57480999
68620000;68624999
13400000;13439999
39750000;39754999
64170000;64174999
55400000;55404999
64281000;64282999
18230000;18239999
29690000;29699999
18380000;18384999
64690000;64694999
35770000;35773999
96400001;96429999
63310000;63319999
47760000;47799999
64145000;64147999
39592000;39593999
99690000;99697999
79350000;79369999
77845000;77847999
88320000;88329999
18940000;18949999
89675000;89676999
55880000;55889999
35260000;35264999
96920000;96924999
89278000;89279999
89873000;89873999
46730000;46739999
28750000;28769999
11462211;11462229
48570000;48579999
85680000;85684999
69348000;69349999
64760000;64762999
29720000;29724999
64568000;64569999
44271000;44279999
56780000;56794999
27197000;27197999
65660000;65664999
77895000;77899999
64380000;64387999
58455000;58457999
58278000;58279999
58709971;58709999
58750000;58752999
55310000;55314999
65460000;65464999
65440000;65449999
65600000;65609999
65755000;65757999
65762000;65762999
11925000;11929999
44950000;44959999
29927000;29929999
62810000;62814999
93990000;93994999
16750000;16789999
37650001;37652999
64536000;64539999
49270000;49279999
64815000;64819999
79400000;79409999
99990000;99999999
18225000;18229999
69150000;69159999
86125000;86129999
75980000;76199999
68997000;68999999
75175000;75250000
56210000;56214999
59173000;59179999
58698000;58699999
58960000;58969999
59675000;59679999
65750000;65752999
65465000;65467999
65505000;65509999
65921000;65921999
65695000;65699999
65385000;65389999
65204000;65205999
39820000;39824999
34300000;34399969
7700000;7749999
6702000;6704999
99838000;99839999
79430000;79430970
41310261;41310367
26500000;26549999
36264000;36264999
64945000;64959999
64610000;64611999
4166000;4199969
87500001;87524999
13280000;13289999
86720000;86729999
87110000;87119999
62400000;62409999
55640001;55649999
59178000;59179999
4800000;4813969
35970000;35983999
85948000;85949999
47640000;47649999
83590000;83599999
97760000;97769999
99300000;99314999
97570001;97584999
76890000;76890999
77395000;77399999
93995000;93999999
57690000;57699999
86000000;86124999
62230000;62249999
89854000;89854999
68488000;68488000
18195000;18199999
11330296;11330299
28637000;28637999
85470000;85477999
69980000;69981999
14200000;14209969
79955000;79955999
77450000;77452999
79690000;79690999
11462585;11462585
99150000;99154999
11365101;11365109
64396000;64399999
19250000;19259999
86848000;86849999
39990000;39994999
11446351;11446364
55150001;55150001
56120000;56129999
36893000;36894999
11461651;11461689
55695000;55699999
11461315;11461315
85955000;85959999
11365331;11365334
64620000;64624999
64785000;64787999
64910000;64914999
64108000;64109999
69982000;69982999
8940000;8969999
89124000;89125999
44245000;44245999
88538000;88539999
86820000;86824999
89824000;89824999
78830000;78830999
15470000;15471999
95350000;95354999
44540000;44549999
11088090;11088090
15150000;15151999
48445000;48449999
79560000;79569999
36670000;36679999
35777000;35779999
46310000;46329999
14800000;14812999
35774000;35776999
44700000;44709999
13930000;13939999
59230000;59234999
87528000;87529999
63310000;63319999
87740000;87749999
11365668;11365668
17880000;17889999
59650000;59654999
15125000;15129999
35765000;35766999
95420000;95479999
57890000;57899999
65450000;65454999
35368000;35369999
64768000;64769999
57100000;57119999
92000000;92479999
57510000;57514999
58200000;58207999
11461690;11461700
98800000;98849999
28550000;28569999
93300001;93599999
85415000;85419999
68400000;68414999
35613000;35616999
29405000;29444999
29480000;29489999
64290000;64290999
37532000;37534999
16270000;16289999
35437000;35437999
29470000;29479999
97670000;97684999
28175000;28175992
8275000;8299969
5569000;5569999
5200000;5299999
11360391;11360399
20200000;20219999
11443451;11443474
15768000;15769999
84980000;84989999
15570000;15574999
13790000;13799999
44460000;44469999
95190000;95199999
2938000;2939969
47827001;47829999
99660000;99664999
35935000;35937999
79878000;79878999
89478000;89479999
11540001;11541999
99600000;99604999
57240001;57249999
64420000;64429999
13660000;13669999
75838970;75859999
73760000;73799999
77918000;77919999
89915000;89919999
46470000;46479999
11432900;11434999
97420000;97449999
78200000;78200999
62640000;62649999
9252000;9299999
15960000;15969999
62150000;62159999
68445000;68445999
42510081;42510099
20260000;20299999
68527000;68527000
29100000;29129999
18860000;18869999
9650000;9699999
36795000;36799999
6512000;6521999
88210000;88214999
86330000;86339999
29140000;29159999
98855000;98859999
27700000;27899999
50700000;50799999
95870000;95874999
35383000;35387999
64945000;64959999
64855000;64857999
64270000;64274999
64820000;64824999
64360000;64364999
64798000;64799999
64288000;64289999
64560000;64562999
64923000;64924999
83430000;83449999
87230000;87239999
29550000;29559999
37655000;37659999
62120000;62129999
47220000;47239999
11330061;11330079
59500000;59503999
49525000;49529999
69000000;69047004
76969000;76969999
48900001;48920999
45650001;45674999
62740000;62747999
97335000;97339999
16650000;16659999
77613000;77614999
14820000;14823402
39930000;39934999
15437000;15439999
48390000;48399999
95860000;95862999
95290000;95299999
37650000;37650000
14860000;14869969
13082660;13088699
57700000;57700999
95166000;95169999
36100000;36107800
89110001;89119999
98330000;98334999
18890000;18899999
25950000;25999999
76957000;76957999
62265000;62269999
58784000;58789999
95997000;95999999
37630000;37639999
64285000;64287999
87300001;87319999
38180000;38184999
95770000;95772999
95680000;95689999
62560000;62569999
96925000;96929999
15830000;15834999
87200000;87209999
39527000;39528999
89610000;89612999
99490000;99494999
11740000;11749999
58300000;58304999
55578000;55579999
85945000;85947999
3905000;3929969
26950000;26950000
11443271;11443289
2700000;2799999
21312000;21379999
6100000;6199999
11085626;11085629
46255000;46269999
79600001;79669999
68786000;68789999
83570000;83589999
98000000;98117999
69945000;69945000
89148000;89149999
11088650;11088660
99457000;99459999
58117000;58118999
43970000;43970999
86250000;86269999
95890000;95892999
14115000;14119969
89765000;89769999
98919000;98919999
77375000;77377999
77780000;77782999
76375000;76394999
85825000;85825999
59810000;59814999
5500000;5528999
24200000;24299999
62160000;62169999
62610000;62619999
62730000;62735999
62740000;62747999
6000000;6099969
11542206;11542209
11443581;11443599
5400000;5499999
55565000;55569999
48925000;48929999
44430001;44447999
69900001;69924999
61600001;61699999
68709000;68709999
79770000;79770999
85877000;85879999
29770000;29779999
85845000;85849999
39598000;39599999
11545000;11550009
97450000;97499999
64880000;64884999
64370000;64374999
48660000;48679999
86613000;86614999
47800000;47819999
19990000;19999999
59508000;59509999
64920000;64922999
77460000;77462999
85390000;85399999
45520000;45529999
85840000;85844999
35364000;35364999
63520000;63529999
86790000;86799999
11090100;11090250
15155000;15159999
37447000;37449999
99220000;99239999
59310000;59314999
62955000;62959999
84160000;84199999
15718000;15719999
62360000;62364999
93300001;93599999
35620000;35620999
62430000;62449999
64635000;64637999
18690000;18699999
90000001;90090129
11250000;11299969
62570000;62579999
95535000;95537999
89633000;89633999
58100001;58109999
35338000;35339999
83320001;83349999
11088180;11088181
78250000;78252999
11086075;11086075
99850000;99854999
96222000;96222000
37175000;37176999
85929000;85929999
59945000;59949999
97340000;97384999
58178000;58179999
84290000;84299999
65550000;65554999
64460000;64460999
19220000;19229999
35194000;35194999
68516000;68516000
56220000;56229999
46380000;46387999
95280000;95289999
35298000;35299999
11463440;11463450
37910000;37919999
99895000;99899999
64840000;64844999
29185000;29186999
35588000;35589999
58535000;58539999
87110001;87119999
85615000;85617999
12760000;12799999
6200000;6209999
11065691;11065899
11573000;11573899
4815000;4829969
11355061;11355099
97390000;97399999
86910000;86919999
57640000;57640999
19870000;19879999
89838000;89838999
44500000;44500999
96540000;96544999
57500000;57509999
95480000;95499999
89184000;89185999
69100000;69113999
77328000;77329999
77553000;77554999
59790000;59794999
37610000;37614999
89800001;89816999
79930000;79930999
11432525;11432525
11370390;11370390
11542086;11542089
63950000;63959999
57975000;57975999
86360000;86369999
11443601;11443619
85500001;85514999
86950000;86959999
17670000;17679969
85250000;85259999
89618000;89619999
29665000;29669999
86210000;86219999
39569000;39569999
57560000;57560999
57945000;57945999
40800116;40800161
39378000;39379999
78260000;78260999
87650000;87659999
64228000;64229999
64220000;64221999
58292000;58293999
49200000;49219999
95625000;95629999
35195000;35197999
77465000;77469999
49945000;49949999
18700000;18709999
62280000;62296999
15525000;15529999
36195000;36199999
11435006;11435008
85390000;85399999
58994000;58994999
11460901;11460999
86850000;86854999
95390000;95399999
48150000;48169999
65350000;65359999
94900001;94999999
86960000;86969999
86165000;86169999
13900000;13909999
17540000;17549999
44551000;44559999
37620000;37629999
42510000;42510000
89935000;89939999
68685000;68689999
44960000;44969999
99457000;99459999
62360000;62364999
99440000;99449999
39580000;39589999
55865000;55869999
93250001;93299999
37584000;37585999
57150000;57159999
59460000;59463999
63460000;63469999
86420000;86429999
47845000;47849999
88295000;88299999
36409000;36409799
13670000;13689969
58895000;58899999
98440000;98449999
69750001;69799999
18480000;18489999
34400000;34499999
93950000;93989999
35190000;35191999
98670000;98674999
59250000;59254999
18245000;18249999
35435000;35435999
39920000;39924999
99980000;99989999
62530000;62539999
58800000;58814999
63140000;63144999
96888000;96889999
37472000;37473999
63080000;63099999
39363000;39364999
65735000;65749999
63630000;63634999
77920000;77924999
58670000;58674999
59165000;59167999
58450000;58454999
58720001;58722999
55315000;55319999
56215000;56219999
39928000;39929999
96930000;96949999
69950001;69954999
18460000;18469999
79390000;79399999
78195000;78199999
65727000;65727999
35858000;35864999
76924000;76925999
59680000;59694999
59795000;59999999
58940000;58944999
58489000;58491999
59655000;59659999
58480000;58482999
65715000;65715999
65860000;65869999
65223000;65224999
65206000;65207999
27195000;27195999
11330421;11330429
3950000;3959969
5670000;5685999
8052000;8060049
54800000;54999999
85525000;85529999
2940000;2972969
96990000;96999999
57510000;57510999
76990000;76990999
44530000;44539999
45140000;45149999
6527000;6549898
88340001;88349999
28661000;28679999
68525000;68526999
19210000;19219999
48470000;48474999
11446411;11446439
88130001;88139999
88540000;88542999
35700000;35719999
22251000;22299999
97385000;97389999
77714000;77715999
77890000;77892999
77370000;77374999
77708000;77709999
77575000;77579999
75544970;75599999
77350000;77352999
15640000;15649999
56900001;56929999
57265000;57265999
63700000;63739999
63640000;63644999
11085596;11085599
6210000;6216902
18200000;18219999
48600001;48619999
55500000;55509999
45810000;45810000
11461421;11461439
85300001;85339999
57635000;57635999
68900000;68911999
57720000;57720999
11090051;11090099
68722000;68722999
83880000;83899999
63500000;63514999
68514300;68514300
46800000;46804999
89700000;89729999
95985000;95989999
56140000;56149999
64245000;64249999
11660000;11679969
37255000;37259999
85900001;85928999
85945000;85947999
69373000;69374999
97200000;97209999
87810000;87819999
93250000;93299999
11365171;11365179
55520000;55524999
88763000;88764999
11446500;11450010
64260000;64260999
86480000;86489999
21400000;21499999
98947000;98949999
65269000;65271999
34575000;34576999
36855000;36856999
65468000;65469999
88580000;88584999
11088015;11088015
35125000;35129999
36150000;36151999
17190000;17199999
95334000;95334999
98120000;98124999
68924000;68924999
95820000;95832999
62598000;62599999
65600000;65609999
99340000;99344999
75970000;75979999
15115000;15119999
96170000;96177999
56210000;56214999
45470000;45479999
17400000;17409999
87580000;87594999
64758000;64759999
14430000;14439999
69940000;69940000
64336000;64339999
96890000;96899999
11497000;11499999
95577000;95579999
35657000;35659999
37190000;37194999
17320000;17339999
69190000;69194999
19970000;19989999
95185000;95189999
75960000;75969999
58733000;58733999
28471000;28494999
98150000;98159999
99160000;99164999
61800001;61814999
65693000;65699999
63650000;63659999
62500000;62529999
39570000;39572999
58230000;58232999
58294000;58294999
65830000;65839999
65758000;65759999
65368000;65369999
65269000;65269999
35112000;35112999
36860000;36869999
64175000;64177999
68825000;68829999
69255000;69259999
35993000;35999999
62680000;62684999
35334000;35334999
48620000;48629999
36918000;36919999
36972000;36973999
46860000;46874999
56640000;56669999
18910000;18914999
99680000;99686999
68549000;68554999
98898000;98899999
65728000;65734999
62780000;62784999
77780000;77782999
58125000;58127999
59576000;59600000
59185000;59189999
59660000;59662999
59291000;59299999
56120000;56129999
59600001;59650000
58922000;58924999
65300000;65309999
65267000;65267999
65293000;65293999
65704000;65704999
65768000;65784999
58698000;58699999
69830000;69849999
58356000;58359999
56930000;56949999
58985000;58989999
59170000;59170000
55305000;55309999
58492000;58493999
58370000;58373999
58345000;58347999
53990000;53999999
65727000;65727999
65350000;65359999
65265000;65266999
68100000;68128999
63210000;63219999
89148000;89149999
84145000;84149999
37235000;37239999
29715000;29716999
38370000;38379999
39755000;39764999
64265000;64265999
39458000;39459999
77318000;77319999
65510000;65514999
58824000;58829999
42510100;42510100
35141000;35142999
46700000;46729999
99175000;99179999
62210000;62214999
69530000;69539999
58463000;58464999
65335000;65339999
65693000;65694999
58320000;58321999
24900000;24999999
21900000;21999999
28115000;28115971
87595000;87599999
83400001;83419999
6216903;6270000
3803050;3814110
86165000;86169999
86360000;86369999
68590000;68599999
85800001;85824999
52000000;52099999
36465000;36469999
89200001;89239999
77603000;77604999
77565000;77569999
77620000;77629999
99970000;99979999
11432120;11432250
14770000;14774999
62780000;62784999
62215000;62219999
62870000;62874999
36213000;36214999
68610000;68610999
3960000;3976969
29600000;29602999
42840563;42840755
36185000;36189999
13051000;13051999
89160000;89169999
20700000;20799999
79883000;79883999
44530000;44530999
32920000;32920000
40800115;40800115
85935000;85939999
69930000;69930999
88880000;88889999
11365701;11370380
79130000;79189999
86620000;86629999
28740000;28749999
64895000;64897999
64550000;64554999
64980000;64984999
64940000;64944999
64395000;64399999
64558000;64559999
68590000;68599999
84130000;84139999
88350000;88359999
29718000;29719999
95740000;95744999
39210000;39214999
35845000;35849999
79790000;79790999
11542010;11542050
36688000;36689500
98323000;98324999
59470000;59479999
55365000;55369999
58763000;58764999
87840000;87849999
58167000;58169999
83870000;83879999
89460000;89477999
18290000;18299999
84240000;84249999
68798000;68798999
14530000;14539999
39495000;39499999
13857000;13857999
57100000;57100999
45445000;45449999
17136000;17139999
88862000;88864999
33600000;33619999
88940000;88949999
55780000;55789999
36970000;36971999
68210000;68219999
19400000;19409999
44300000;44319999
44200000;44219999
11443640;11444470
88380000;88384999
64793000;64794999
59196000;59197999
89460001;89477999
88550000;88569999
57257000;57259999
11500000;11520160
99615000;99639999
53690000;53699999
37512000;37513999
68360000;68364999
59275000;59279999
65130000;65137999
13140000;13149999
98200000;98229999
69670000;69679999
3563295;3563310
51210011;51211000
99585000;99589999
64995000;64999999
38240001;38249999
29615000;29619999
11463100;11463100
35450000;35457999
29970000;29979999
89280000;89293999
12930000;12934999
68815000;68819999
58993000;58993999
64555000;64557999
68945000;68947999
88485000;88489999
84535000;84549999
19900000;19919999
95920000;95922999
68200000;68209999
56180000;56189999
64190000;64190999
18315000;18319999
11435012;11436360
77704000;77707999
12130000;12139999
37498000;37499999
58177000;58177999
68060000;68060999
47665000;47679999
29398000;29399999
35767000;35769999
58650000;58659999
38230000;38239999
28656000;28659999
68580000;68584999
68820000;68824999
48475000;48479999
95588000;95589999
35547000;35549999
35730000;35731999
15713000;15714999
62200000;62209999
46290000;46299999
44645000;44649999
77783000;77784999
58354000;58355999
58195000;58199999
53400000;53499999
65935500;65935999
65220000;65222999
29885000;29889999
37145000;37147999
45436000;45439999
58270000;58272999
65525000;65529999
65378000;65379999
48520000;48539999
4388000;4399999
25845000;25845999
57800000;57800999
11365351;11365359
78280000;78280999
38190000;38194999
7775240;7791800
59400000;59409999
29700000;29714999
11750000;11759999
40720697;40730199
11544000;11544999
88443000;88444999
29560000;29561999
36513000;36514999
37615000;37619999
86800001;86815999
68720000;68720999
57265000;57269999
77493000;77494999
46575000;46579999
49830000;49859999
41311268;41311268
57325000;57329999
13270000;13279999
65418000;65429999
11085160;11085380
88160001;88169999
11350551;11350559
62297000;62299999
62680000;62684999
44200000;44200999
12280000;12299999
79170000;79170971
20500000;20599999
78310000;78310999
48410000;48410999
45200000;45214999
18180000;18184999
85170000;85194999
3726090;3803030
68580000;68584999
57960000;57960999
85835000;85839999
8210801;8222969
9230000;9251999
79260000;79260999
44350000;44350999
40800166;40800234
57320000;57320999
85826000;85829999
12630000;12689999
64825000;64829999
95599000;95599999
44135001;44149999
15400000;15404999
14640000;14640000
49514000;49516999
64865000;64867999
64350000;64359999
64540000;64544999
64875000;64879999
64815000;64819999
64160000;64164999
64390000;64394999
56500001;56519999
75340000;75344999
89245000;89246999
59255000;59257999
76937000;76937999
11442521;11442559
58213000;58219999
59210000;59212999
14840001;14849999
95785000;95789999
57960000;57964999
11461440;11461440
86615000;86617999
45000000;45119999
88470000;88474999
46670000;46689999
85340000;85344999
97850000;97869999
98930000;98939999
37305000;37309999
44710000;44712999
89198000;89198999
88340001;88349999
64243000;64244999
46190000;46199999
99950000;99951999
89890000;89890999
58250000;58252999
64225000;64227999
47950000;47959999
78746867;78750999
64905000;64909999
11461750;11461750
62840000;62849999
14730000;14734999
85885000;85886999
94000000;94379999
18840000;18859999
89872000;89872999
32450000;32469999
45985001;45999999
95967000;95969999
19230000;19249999
13910000;13919999
78162000;78164999
16800000;16800999
95370000;95379999
35667000;35667999
37600000;37604999
93945000;93949999
16450000;16479999
3551000;3563999
11088141;11088169
11086176;11086179
5544000;5559999
28940000;28949999
28681000;28699999
36700001;36707999
3221000;3250969
95670000;95679999
39855000;39859999
58920000;58921999
95785000;95789999
5565000;5565019
28990000;28992999
57515000;57515999
98950000;98954999
93700000;93799999
21550000;21611000
59173000;59177999
45625000;45629999
58260000;58264999
11085606;11085609
57550000;57559999
58790000;58794999
77790000;77794999
75603000;75609999
76560000;76799999
11330330;11330410
84660000;84899999
58560000;58569999
57320000;57324999
63595000;63599999
59518000;59519999
4478000;4499969
63240000;63249999
62620000;62629999
8100000;8199999
12280000;12299999
38530000;38539999
4856000;4999969
57625000;57625999
4830000;4847969
59140001;59161999
11365191;11365199
87980000;87989999
55290001;55304999
83400001;83415999
55560000;55564999
36689501;36689999
15472000;15479999
99460000;99469999
86615000;86617999
36135000;36139999
93800001;93879999
85550000;85554999
7099970;7099999
11495157;11496999
64835000;64837999
64235000;64237999
64990000;64992999
64730000;64739999
64255000;64257999
64915000;64919999
64775000;64777999
64290000;64294999
8970000;8999999
88475000;88484999
95730000;95734999
99740000;99749999
77718000;77719999
39440000;39449999
83370000;83389999
50900000;50999999
49640000;49649999
34020000;34299999
87210000;87212999
17250000;17259999
85990000;85997999
96330000;96359999
64279000;64279999
29950000;29953999
76959000;76959999
49530000;49534999
35100000;35109500
29490000;29499999
88965000;88969999
62764000;62765999
15355000;15359999
77610000;77612999
45263000;45264999
99470000;99489999
76889000;76889999
11085605;11085605
58187000;58187999
97700001;97719999
35225000;35229999
11450030;11450240
55870000;55879999
33500000;33599999
34018000;34018999
68721000;68721999
38785000;38789999
99970000;99979999
35330000;35330999
37690000;37699999
95700001;95709999
42840757;42841575
35305101;35322999
45960000;45969999
37267000;37269999
58515000;58519999
88598000;88599999
53600000;53659999
62880000;62899999
95560000;95567999
87320000;87324999
15280000;15284999
16250000;16259999
62990000;62999999
37150000;37159999
59695000;59729999
58590000;58594999
65213000;65214999
65130000;65137999
45920000;45929999
69510000;69519999
69370000;69372999
96740000;96744999
69135000;69139999
14580000;14599999
11461460;11461460
64250000;64252999
96880000;96887999
98870000;98894999
40393250;40393250
99840000;99849999
69495000;69499999
95515000;95519999
39685000;39687999
45450000;45451999
95150000;95165999
4829970;4829999
35720000;35729999
45285000;45289999
87355000;87359999
94800000;94899999
36418000;36419999
17260000;17269999
64495000;64499999
58737000;58739999
49550000;49559999
62365000;62369999
28735973;28749999
58184000;58186999
36210000;36211999
57430000;57434999
59668000;59669999
55525000;55529999
17710000;17719999
89610000;89610000
94400000;94799999
16940000;16949999
11760000;11789999
47827000;47829999
96195000;96199999
58240000;58249999
95935000;95936999
79751000;79759999
64191000;64199999
65190000;65199999
58933000;58934999
53900000;53900000
58515000;58519999
58385000;58386999
58339000;58339999
65880000;65884999
65255000;65259999
65610000;65614999
65578000;65579999
65780000;65782999
65850000;65859999
65170000;65179999
65143000;65144999
34516000;34518999
69380000;69389999
36940000;36943999
18688000;18689999
68455000;68464999
38680000;38689999
69445000;69449999
77330000;77349999
85890000;85891999
77400000;77449999
38630000;38639999
38475000;38479999
62965000;62969999
62736000;62737999
56895000;56899999
58334000;58336999
58360000;58369999
59570000;59570000
58240000;58249999
58970000;58977999
56420000;56429999
55360001;55364999
65935000;65935499
65730000;65734999
65292000;65292999
65948000;65949999
65420000;65429999
69440000;69444999
18520000;18529999
3905000;3929969
3200000;3220199
11444581;11444599
7767025;7775239
45890000;45899999
57980000;57980999
13560000;13579999
37945000;37947999
20250000;20250999
57940000;57944999
79890000;79890999
11523030;11530999
68530000;68532999
12120000;12129999
35920000;35929999
85280000;85299999
95335000;95339999
64401000;64409999
25851000;25869999
18270000;18284999
77718000;77719999
77500000;77552999
76400000;76464999
58230000;58232999
11432041;11432059
13630000;13649999
69114000;69116999
15843000;15844999
11089022;11089029
95250000;95254999
63800000;63859999
62420000;62429999
85520000;85524999
89300001;89339999
20240000;20249999
49000000;49098999
20900000;20999999
11717290;11717550
4000000;4099969
1200000;1299999
20251000;20259999
85800000;85824999
36200000;36205999
62560000;62569999
57442000;57444999
3591020;3591080
89295000;89299999
57240000;57240999
15270000;15274999
85150000;85154999
76977000;76977999
7900000;7999999
45622000;45624999
49565000;49569999
63360000;63379999
58840000;58852999
68775000;68775999
64518000;64519999
64758000;64759999
64520000;64524999
64755000;64757999
64516000;64517999
64965000;64967999
37264000;37266999
36800000;36800000
87600000;87629999
89240000;89244999
6773331;6782999
45880000;45889999
41300015;41300015
87565000;87569999
44790000;44797999
42700001;42799999
17990000;17999999
58955000;58959999
15823000;15824999
37820000;37854999
89300000;89339999
63134000;63139999
11365340;11365350
68750000;68750999
88820000;88827999
98580000;98589999
36335000;36339999
37757000;37759999
86170000;86179999
59560000;59564999
95599000;95599999
78165000;78169999
55636000;55639999
48330000;48349999
95915000;95917999
86895000;86899999
89828000;89829999
38755000;38759999
29717000;29717999
76866000;76866999
65110000;65129999
58780000;58783999
67200000;67999999
86895000;86899999
62390000;62399999
19450000;19469999
62980000;62989999
55835000;55839999
48420000;48429999
96950000;96989999
77913000;77914999
15225000;15229999
49512000;49513999
63575000;63579999
77570000;77574999
99380000;99399999
35115000;35115999
11360390;11360390
36152000;36154999
39568000;39568999
64990000;64992999
58500000;58509999
49660000;49669999
79761000;79779999
64720000;64724999
19560000;19569999
58178000;58179999
58723000;58724999
55325000;55329999
58170000;58172999
56395000;56399999
58295000;58296999
58740000;58744999
65939000;65939999
11360381;11360389
11360071;11360079
11089002;11089009
11442151;11442169
36730000;36739999
2400000;2599999
95997000;95999999
45700000;45709999
29537000;29539999
98480000;98499999
87480000;87484999
85470000;85477999
18970000;18989999
44775000;44779999
62550000;62559999
77733000;77734999
76374000;76374999
75000001;75159999
69928000;69928000
48181000;48279999
84610000;84619999
38140000;38149999
85830000;85832999
8900000;8939999
95540000;95551999
99165000;99169999
